Name	UniProt_IDs	dIntensity_cPathogen_eMean_oVoronoiCells_nZScore	dIntensity_cLatePathogen_eMean_oVoronoiCells_nZScore	eCount_oCells_nZScore
LGI1	A0A0S2Z4S7	0.027860124684362497	-0.04501345522935449	0.6001655093648834
LGI1	A0A0S2Z4X3	0.027860124684362497	-0.04501345522935449	0.6001655093648834
LGI1	A0A0S2Z5G1	0.027860124684362497	-0.04501345522935449	0.6001655093648834
LGI1	A0A1B0GUD3	0.027860124684362497	-0.04501345522935449	0.6001655093648834
LGI1	A0A1B0GV33	0.027860124684362497	-0.04501345522935449	0.6001655093648834
LGI1	O95970	0.027860124684362497	-0.04501345522935449	0.6001655093648834
LGI2	Q8N0V4	0.3899651411076627	0.4485791614591181	-0.03767697963248065
LGI3	Q8N145	-0.7588794865143592	-1.082981845247723	-0.7632802052693439
LGI4	Q658V8	-0.44000341146803174	-0.7697667784060911	-0.41552853169405074
LGI4	Q8N135	-0.44000341146803174	-0.7697667784060911	-0.41552853169405074
LGMN	A8K669	0.03333097547268074	0.8893155576782814	0.575858868814697
LGMN	Q53XC6	0.03333097547268074	0.8893155576782814	0.575858868814697
LGMN	Q6I9U9	0.03333097547268074	0.8893155576782814	0.575858868814697
LGMN	Q99538	0.03333097547268074	0.8893155576782814	0.575858868814697
LGR4	Q59ER8	0.7763460924007068	-0.0862038161622115	1.3715012282419696
LGR4	Q9BXB1	0.7763460924007068	-0.0862038161622115	1.3715012282419696
LGR5	A0A0A8K8C7	-0.30143443999667274	0.12422455542022826	0.1084790322830624
LGR5	O75473	-0.30143443999667274	0.12422455542022826	0.1084790322830624
LGR6	Q9HBX8	-0.07561406688519051	-0.2286344073217424	0.31102331270524936
LGSN	A0A0A0MTD2	-0.618872719974836	-0.3325351579045013	-0.09572954655259594
LGSN	Q5TDP6	-0.618872719974836	-0.3325351579045013	-0.09572954655259594
LHB	A0A0F7RQE6	-0.22729730228351114	-0.47495193929185814	0.3431511362586721
LHB	P01229	-0.22729730228351114	-0.47495193929185814	0.3431511362586721
LHB	Q8WXL0	-0.22729730228351114	-0.47495193929185814	0.3431511362586721
LHCGR	E7ENI1	-0.15508745647424804	-0.4660380380666699	0.6414112482107712
