Name	UniProt_IDs	dIntensity_cPathogen_eMean_oVoronoiCells_nZScore	dIntensity_cLatePathogen_eMean_oVoronoiCells_nZScore	eCount_oCells_nZScore
A1BG	P04217	-0.31496883987446495	-0.6426751241283749	0.34962538614061794
A1BG	V9HWD8	-0.31496883987446495	-0.6426751241283749	0.34962538614061794
A1CF	B4E1E3	-0.7504399968322053	-0.8253756742988143	0.49887860899829084
A1CF	F8W9F8	-0.7504399968322053	-0.8253756742988143	0.49887860899829084
A1CF	Q9NQ94	-0.7504399968322053	-0.8253756742988143	0.49887860899829084
A2M	P01023	-0.17392561011241162	-0.7647834056712431	0.34402774633395644
A2ML1	A8K2U0	-0.1860106772405925	-0.447377231646253	0.8892466175787412
A2ML1	B3KVV6	-0.1860106772405925	-0.447377231646253	0.8892466175787412
A2ML1	H0YGG5	-0.1860106772405925	-0.447377231646253	0.8892466175787412
A4GALT	A0A0S2Z5J1	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	A9XEA7	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	B0L3P6	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	I6S6F0	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	Q540I5	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	Q540I6	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	Q5D079	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	Q6RJV9	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	Q6RJW0	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	Q6RJW1	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	Q7Z2I1	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	Q7Z7C6	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GALT	Q9NPC4	-0.46398254084116103	-1.2039878992804476	0.7882508963483567
A4GNT	Q9UNA3	-0.007261188485884418	-0.7170480539226524	-0.08251417197016775
AAAS	B4DDU7	0.3900206559243998	0.025223733378266888	0.5646515035084012
AAAS	Q53HS1	0.3900206559243998	0.025223733378266888	0.5646515035084012
AAAS	Q9NRG9	0.3900206559243998	0.025223733378266888	0.5646515035084012
AACS	A0A5A4UB59	-0.6057176047891641	-0.9292266646992536	0.6349919744803575
AACS	Q86V21	-0.6057176047891641	-0.9292266646992536	0.6349919744803575
AADAC	P22760	-1.724519787481174	-1.280177414645241	0.9635547806145539
AADACL2	Q6P093	-0.01956259408463079	-0.4702657938266226	0.6794139209162389
AADACL4	Q5VUY2	-0.5467602633680909	-0.6244825752975448	0.726516128363698
AADAT	Q4W5N8	0.293882428351871	-0.16422172421118944	0.4131135368722088
AADAT	Q8N5Z0	0.293882428351871	-0.16422172421118944	0.4131135368722088
AAGAB	Q6PD74	0.5759147545334393	-0.6061694090460521	0.5892664812312879
AAK1	A0A096LP25	1.1497190395846757	0.1883078561003188	-0.12177961871314119
AAK1	B7ZLC4	1.1497190395846757	0.1883078561003188	-0.12177961871314119
AAK1	E9PG46	1.1497190395846757	0.1883078561003188	-0.12177961871314119
AAK1	Q2M2I8	1.1497190395846757	0.1883078561003188	-0.12177961871314119
AAMDC	E9PJP1	-0.46246173471840857	-0.33059040889834757	0.5254674342875669
AAMDC	E9PLK9	-0.46246173471840857	-0.33059040889834757	0.5254674342875669
AAMDC	E9PNP3	-0.46246173471840857	-0.33059040889834757	0.5254674342875669
AAMDC	E9PR47	-0.46246173471840857	-0.33059040889834757	0.5254674342875669
AAMDC	K4DI89	-0.46246173471840857	-0.33059040889834757	0.5254674342875669
AAMDC	Q9H7C9	-0.46246173471840857	-0.33059040889834757	0.5254674342875669
AAMP	C9JEH3	-0.5914595982783125	-0.9728015727040347	0.7920460402751299
AAMP	C9JG97	-0.5914595982783125	-0.9728015727040347	0.7920460402751299
AAMP	Q13685	-0.5914595982783125	-0.9728015727040347	0.7920460402751299
AANAT	F1T0I5	-0.10700810072225295	-0.26267126988276096	0.6357397546256331
AANAT	Q16613	-0.10700810072225295	-0.26267126988276096	0.6357397546256331
AAR2	A0A7P0TA70	0.27774121313910005	-0.084306913925306	0.42810681252951555
AAR2	Q9Y312	0.27774121313910005	-0.084306913925306	0.42810681252951555
AARD	B2RU19	-0.26670135432664693	-0.2503376362410781	0.5543030232504521
AARD	Q4LEZ3	-0.26670135432664693	-0.2503376362410781	0.5543030232504521
AARS1	A0A6Q8PF33	-1.2239349565372448	-1.05515855286693	-0.2902612086703984
AARS1	A0A6Q8PH44	-1.2239349565372448	-1.05515855286693	-0.2902612086703984
AARS1	A0A6Q8PHJ2	-1.2239349565372448	-1.05515855286693	-0.2902612086703984
AARS1	P49588	-1.2239349565372448	-1.05515855286693	-0.2902612086703984
AARS2	Q5JTZ9	0.3678337509399065	0.37641677186588085	-0.14624195182808705
AARSD1	C9J5N1	0.4254477693100952	0.3595314068909171	0.3950878808041458
AARSD1	Q9BTE6	0.4254477693100952	0.3595314068909171	0.3950878808041458
AASDH	B4DFZ3	-0.12738558977779435	-0.20679808021058635	0.22926151095394964
AASDH	B4E195	-0.12738558977779435	-0.20679808021058635	0.22926151095394964
AASDH	B4E2K0	-0.12738558977779435	-0.20679808021058635	0.22926151095394964
AASDH	Q4L235	-0.12738558977779435	-0.20679808021058635	0.22926151095394964
AASDH	R4GNB1	-0.12738558977779435	-0.20679808021058635	0.22926151095394964
AASDHPPT	Q9NRN7	-0.0018189749692564955	-0.6661835165902641	1.1858202362024122
AASS	A0A7P0T9N4	0.802350730775444	-0.19158009142336008	1.0157436490686123
AASS	A4D0W4	0.802350730775444	-0.19158009142336008	1.0157436490686123
AASS	F8WAH1	0.802350730775444	-0.19158009142336008	1.0157436490686123
AASS	F8WE53	0.802350730775444	-0.19158009142336008	1.0157436490686123
AASS	Q9UDR5	0.802350730775444	-0.19158009142336008	1.0157436490686123
AATF	A0A7P0T868	-0.9466724809192546	-0.8983260595670308	-0.1298432806991135
AATF	A0A7P0TAR0	-0.9466724809192546	-0.8983260595670308	-0.1298432806991135
AATF	A0A7P0TBG4	-0.9466724809192546	-0.8983260595670308	-0.1298432806991135
AATF	Q9NY61	-0.9466724809192546	-0.8983260595670308	-0.1298432806991135
AATK	H7C175	-0.9599751834154537	-0.6331528420935482	-0.0019144377684306504
AATK	Q6ZMQ8	-0.9599751834154537	-0.6331528420935482	-0.0019144377684306504
ABAT	H3BNQ7	0.3299098049118743	-0.26234297971521847	-0.0795354234766626
ABAT	H3BRN4	0.3299098049118743	-0.26234297971521847	-0.0795354234766626
ABAT	P80404	0.3299098049118743	-0.26234297971521847	-0.0795354234766626
ABAT	X5D8S1	0.3299098049118743	-0.26234297971521847	-0.0795354234766626
ABCA1	B2RUU2	0.055959723034863004	-0.15146222084986877	0.4318664489100752
ABCA1	B7XCW9	0.055959723034863004	-0.15146222084986877	0.4318664489100752
ABCA1	O95477	0.055959723034863004	-0.15146222084986877	0.4318664489100752
ABCA10	E5RFN6	-0.2515445511517833	-0.5917312711573721	0.933006425331023
ABCA10	Q8WWZ4	-0.2515445511517833	-0.5917312711573721	0.933006425331023
ABCA12	Q86UK0	0.35757087357414497	-0.44088523734729357	0.5727716890527565
ABCA13	Q86UQ4	0.04449775643933444	-0.41943213384529676	0.622968326580899
ABCA2	A0A087WXK5	-0.609752541923444	-0.7061474422192726	0.5747277282394949
ABCA2	Q9BZC7	-0.609752541923444	-0.7061474422192726	0.5747277282394949
ABCA3	A7MBM9	-0.2523124175086465	-0.06367970592326333	0.2846157134158628
ABCA3	Q99758	-0.2523124175086465	-0.06367970592326333	0.2846157134158628
ABCA4	P78363	0.18008025622461316	-0.42870496649858486	0.5150505673408283
ABCA5	Q8WWZ7	0.2801715762584507	-0.3305576465862831	-0.492526821341003
ABCA6	A4FVC6	0.3908997574970537	0.10939430362976604	0.9125996005681599
ABCA6	Q8N139	0.3908997574970537	0.10939430362976604	0.9125996005681599
ABCA7	Q8IZY2	-0.12505628064701024	-0.1586870726438311	0.4450828429767417
ABCA8	A0A0A0MSU4	0.2578008952970469	0.8433759935600105	0.6331156578437475
ABCA8	B4DJ11	0.2578008952970469	0.8433759935600105	0.6331156578437475
ABCA8	B4E2I2	0.2578008952970469	0.8433759935600105	0.6331156578437475
ABCA8	O94911	0.2578008952970469	0.8433759935600105	0.6331156578437475
ABCA9	H0Y4U7	-0.37036491586378995	-0.13032985942062394	0.1157757148569328
ABCA9	Q6AI35	-0.37036491586378995	-0.13032985942062394	0.1157757148569328
ABCA9	Q8IUA7	-0.37036491586378995	-0.13032985942062394	0.1157757148569328
ABCB1	A1L471	0.34231102340284125	-0.2255332133053567	-0.5196630782613914
ABCB1	A4D1D2	0.34231102340284125	-0.2255332133053567	-0.5196630782613914
ABCB1	P08183	0.34231102340284125	-0.2255332133053567	-0.5196630782613914
ABCB10	Q6ZMF8	0.3527541940840014	-0.6003675565624966	0.6470155093449905
ABCB10	Q9NRK6	0.3527541940840014	-0.6003675565624966	0.6470155093449905
ABCB11	B4DYQ0	-1.0882912078143714	-0.46250540493343	0.48839315603733224
ABCB11	O95342	-1.0882912078143714	-0.46250540493343	0.48839315603733224
ABCB4	P21439	0.3794352396332011	0.3445627847343353	0.9518938017409576
ABCB4	Q4G0Q4	0.3794352396332011	0.3445627847343353	0.9518938017409576
ABCB5	A0A6M3QJP3	0.14640438711030015	-0.0450205197931524	0.8547941236927628
ABCB5	Q2M3G0	0.14640438711030015	-0.0450205197931524	0.8547941236927628
ABCB6	Q9NP58	0.4913766120189686	-0.5665109613161273	-0.057559782830019404
ABCB7	A0A087WW65	0.8664425550464435	0.18129805406623245	0.6173814145784616
ABCB7	A0A0S2Z2Z3	0.8664425550464435	0.18129805406623245	0.6173814145784616
ABCB7	A0A5F9ZA98	0.8664425550464435	0.18129805406623245	0.6173814145784616
ABCB7	B4DGL8	0.8664425550464435	0.18129805406623245	0.6173814145784616
ABCB7	O75027	0.8664425550464435	0.18129805406623245	0.6173814145784616
ABCB8	B3KSN3	0.6412855176419199	-1.4047602409828455	-1.402333632721675
ABCB8	Q8N1X3	0.6412855176419199	-1.4047602409828455	-1.402333632721675
ABCB8	Q9NUT2	0.6412855176419199	-1.4047602409828455	-1.402333632721675
ABCB9	Q6P2Q0	0.3090958259200942	-0.053555598853164646	-0.17214772801806638
ABCB9	Q8NCH1	0.3090958259200942	-0.053555598853164646	-0.17214772801806638
ABCB9	Q9NP78	0.3090958259200942	-0.053555598853164646	-0.17214772801806638
ABCC1	A0A0A0MS99	-0.7020042080277662	-1.225702051593088	-0.7517201646434837
ABCC1	A0A7I2V2E0	-0.7020042080277662	-1.225702051593088	-0.7517201646434837
ABCC1	I3L4X2	-0.7020042080277662	-1.225702051593088	-0.7517201646434837
ABCC1	P33527	-0.7020042080277662	-1.225702051593088	-0.7517201646434837
ABCC1	Q9UQ98	-0.7020042080277662	-1.225702051593088	-0.7517201646434837
ABCC10	Q5T3U5	0.7782698911940333	-0.5082217824528243	0.5935008729059472
ABCC11	B4DWI2	0.5018682494434901	-0.0012142800466383996	0.20094451071320957
ABCC11	Q96J66	0.5018682494434901	-0.0012142800466383996	0.20094451071320957
ABCC12	A0A8I5KPE2	0.2544135065333311	-0.36900226083651544	-0.0842767602041676
ABCC12	A0A8I5QJT3	0.2544135065333311	-0.36900226083651544	-0.0842767602041676
ABCC12	B3KV20	0.2544135065333311	-0.36900226083651544	-0.0842767602041676
ABCC12	Q96J65	0.2544135065333311	-0.36900226083651544	-0.0842767602041676
ABCC2	Q92887	-0.5037655584627837	-0.7562756503586687	0.466224292251441
ABCC3	O15438	-0.9033732640098282	-0.14648079507899736	0.3990062394968429
ABCC3	Q59H05	-0.9033732640098282	-0.14648079507899736	0.3990062394968429
ABCC3	Q86VN9	-0.9033732640098282	-0.14648079507899736	0.3990062394968429
ABCC4	A8K2Q2	0.2569065910896292	-0.2732243911662813	0.8661891765119182
ABCC4	O15439	0.2569065910896292	-0.2732243911662813	0.8661891765119182
ABCC5	A5PKY6	-0.579186170023519	-0.4107174516684931	-1.5380260946917923
ABCC5	O15440	-0.579186170023519	-0.4107174516684931	-1.5380260946917923
ABCC5	Q59FK6	-0.579186170023519	-0.4107174516684931	-1.5380260946917923
ABCC6	A0A0G2JMG3	-0.7929401392247999	-0.6933364382883576	0.2748194435452258
ABCC6	O95255	-0.7929401392247999	-0.6933364382883576	0.2748194435452258
ABCC8	A0A2R8Y4V0	0.041354781539651345	-0.35474424275530436	0.4025401699186822
ABCC8	A0A2R8Y4Z4	0.041354781539651345	-0.35474424275530436	0.4025401699186822
ABCC8	A0A2R8Y5D8	0.041354781539651345	-0.35474424275530436	0.4025401699186822
ABCC8	A0A2R8YDG0	0.041354781539651345	-0.35474424275530436	0.4025401699186822
ABCC8	Q09428	0.041354781539651345	-0.35474424275530436	0.4025401699186822
ABCC9	A0A804HKB7	-0.2094831623270561	-0.8364054140723872	0.6272473586994262
ABCC9	H0YFV4	-0.2094831623270561	-0.8364054140723872	0.6272473586994262
ABCC9	O60706	-0.2094831623270561	-0.8364054140723872	0.6272473586994262
ABCD1	P33897	-0.3461135771893249	-0.5609823088945552	-0.3404524530952923
ABCD2	Q9UBJ2	0.26397060546200873	0.47015175256663166	0.8502065678128452
ABCD3	A0A3B3ITW3	0.3935945549397629	0.7062080730664524	0.40872861798088667
ABCD3	B4DL07	0.3935945549397629	0.7062080730664524	0.40872861798088667
ABCD3	B4DZ22	0.3935945549397629	0.7062080730664524	0.40872861798088667
ABCD3	P28288	0.3935945549397629	0.7062080730664524	0.40872861798088667
ABCD4	B7Z4V6	1.2106963521772007	0.3167966937529189	1.0506326011079032
ABCD4	O14678	1.2106963521772007	0.3167966937529189	1.0506326011079032
ABCE1	P61221	-1.2432218602520093	-2.055308397526655	-0.9862493202873583
ABCF1	A0A1U9X609	-0.7514053909769856	-1.1147869599306977	0.585407097276323
ABCF1	Q2L6I2	-0.7514053909769856	-1.1147869599306977	0.585407097276323
ABCF1	Q5STZ8	-0.7514053909769856	-1.1147869599306977	0.585407097276323
ABCF1	Q8NE71	-0.7514053909769856	-1.1147869599306977	0.585407097276323
ABCF2	A0A090N7X1	-0.43442259123802884	-0.003532898123709466	0.3242617944357702
ABCF2	Q9UG63	-0.43442259123802884	-0.003532898123709466	0.3242617944357702
ABCF3	A0A0S2Z5L1	0.07737036614252038	-0.2547262441082889	-0.013288539645076411
ABCF3	B4DRU9	0.07737036614252038	-0.2547262441082889	-0.013288539645076411
ABCF3	Q9NUQ8	0.07737036614252038	-0.2547262441082889	-0.013288539645076411
ABCG1	A8K7Y7	-0.7993308857669341	-1.6220390830151703	-1.5413719992058037
ABCG1	B4DPT7	-0.7993308857669341	-1.6220390830151703	-1.5413719992058037
ABCG1	E9PGV9	-0.7993308857669341	-1.6220390830151703	-1.5413719992058037
ABCG1	P45844	-0.7993308857669341	-1.6220390830151703	-1.5413719992058037
ABCG2	I7JB59	0.009562917481883749	-0.36459265924843587	0.2896116125794219
ABCG2	Q9UNQ0	0.009562917481883749	-0.36459265924843587	0.2896116125794219
ABCG4	Q9H172	0.17821602290080085	0.23418363324709243	0.42440451759936426
ABCG5	Q53QN9	0.631198541265269	0.15673591763141517	0.47985125983004007
ABCG5	Q9H222	0.631198541265269	0.15673591763141517	0.47985125983004007
ABCG8	B7ZL41	-0.5858680759587774	-0.1084793535032493	-0.10132096181417626
ABCG8	Q14CR0	-0.5858680759587774	-0.1084793535032493	-0.10132096181417626
ABCG8	Q9H221	-0.5858680759587774	-0.1084793535032493	-0.10132096181417626
ABHD1	A0A140VJD1	-0.14340814490263534	-0.4861419421885526	0.47730043949338097
ABHD1	Q96SE0	-0.14340814490263534	-0.4861419421885526	0.47730043949338097
ABHD10	Q9NUJ1	-0.5663298417076289	-0.7042995974767006	0.4108556458247393
ABHD12	A0A5F9ZH71	1.1277115148322374	-0.3276726597399708	0.08637681386255136
ABHD12	I3L1V0	1.1277115148322374	-0.3276726597399708	0.08637681386255136
ABHD12	I3L206	1.1277115148322374	-0.3276726597399708	0.08637681386255136
ABHD12	Q8N2K0	1.1277115148322374	-0.3276726597399708	0.08637681386255136
ABHD12B	Q7Z5M8	-0.158214712192256	-1.5295242623900318	-0.5809581526560346
ABHD13	Q7L211	-0.08569487378802909	-0.8177305399342579	-0.5428674002333806
ABHD14A	Q9BUJ0	0.6997119203298843	-0.2081047120808229	0.6542351930849234
ABHD14B	F8W9U3	-0.2039502400955294	-0.6044267788958009	0.0282359811209095
ABHD14B	Q96IU4	-0.2039502400955294	-0.6044267788958009	0.0282359811209095
ABHD14B	V9HW87	-0.2039502400955294	-0.6044267788958009	0.0282359811209095
ABHD15	Q6UXT9	1.0049415220427824	-0.16176555611526444	0.2693361939314314
ABHD16A	A0A1U9X777	-0.9367625397106399	-0.4797890420480637	-0.21462965633966405
ABHD16A	A8K0A4	-0.9367625397106399	-0.4797890420480637	-0.21462965633966405
ABHD16A	O95870	-0.9367625397106399	-0.4797890420480637	-0.21462965633966405
ABHD16B	Q9H3Z7	-0.499100707902287	-0.21137194042654917	0.00689817960830625
ABHD17A	A0A7I2YQW9	0.023519621917244993	-0.16636581289771796	0.7161173020323983
ABHD17A	Q96GS6	0.023519621917244993	-0.16636581289771796	0.7161173020323983
ABHD17B	A0A384MEH9	-0.23049142136564166	-0.4602955711025127	0.9420642306942246
ABHD17B	Q5VST6	-0.23049142136564166	-0.4602955711025127	0.9420642306942246
ABHD17C	Q6PCB6	0.47767507614059174	-0.105817024480812	-0.4467684859745128
ABHD18	A0A2R8YEZ0	-0.4517434365579443	-0.5992166043064557	0.6571830873277957
ABHD18	Q0P651	-0.4517434365579443	-0.5992166043064557	0.6571830873277957
ABHD2	A0A024RC89	0.7447873821218354	0.4466380542435769	0.4408308965730098
ABHD2	A8K2S5	0.7447873821218354	0.4466380542435769	0.4408308965730098
ABHD2	P08910	0.7447873821218354	0.4466380542435769	0.4408308965730098
ABHD3	J3KSP1	1.1703237362592915	1.3323579589526302	0.7885069277170054
ABHD3	J3KTE1	1.1703237362592915	1.3323579589526302	0.7885069277170054
ABHD3	Q8WU67	1.1703237362592915	1.3323579589526302	0.7885069277170054
ABHD4	Q8TB40	1.7852284361399327	0.8179484717814386	0.2507302872403225
ABHD5	A0A0S2Z5D6	0.2724081645431628	0.0815833900602385	0.3304696174831139
ABHD5	A0A2R8YEZ7	0.2724081645431628	0.0815833900602385	0.3304696174831139
ABHD5	A0A2U3TZT9	0.2724081645431628	0.0815833900602385	0.3304696174831139
ABHD5	C9J1D1	0.2724081645431628	0.0815833900602385	0.3304696174831139
ABHD5	Q8WTS1	0.2724081645431628	0.0815833900602385	0.3304696174831139
ABHD6	Q9BV23	0.7449356672298404	-0.35396586763724636	0.561017957933289
ABHD6	Q9HBL9	0.7449356672298404	-0.35396586763724636	0.561017957933289
ABHD8	B2C6G3	0.15025081110838134	0.27535081889726193	0.3228097207688445
ABHD8	B2RD12	0.15025081110838134	0.27535081889726193	0.3228097207688445
ABHD8	Q96I13	0.15025081110838134	0.27535081889726193	0.3228097207688445
ABI1	A0A0A0MRT6	-0.7301738527466684	-0.7066625227284565	-0.9025768307400546
ABI1	B6VEX3	-0.7301738527466684	-0.7066625227284565	-0.9025768307400546
ABI1	B6VEX4	-0.7301738527466684	-0.7066625227284565	-0.9025768307400546
ABI1	B6VEX5	-0.7301738527466684	-0.7066625227284565	-0.9025768307400546
ABI1	Q59G41	-0.7301738527466684	-0.7066625227284565	-0.9025768307400546
ABI1	Q8IZP0	-0.7301738527466684	-0.7066625227284565	-0.9025768307400546
ABI2	A0A0C4DG21	-0.3627156227913144	-0.9475372612911781	0.6701062408924217
ABI2	A0A7D9NKC8	-0.3627156227913144	-0.9475372612911781	0.6701062408924217
ABI2	B7Z612	-0.3627156227913144	-0.9475372612911781	0.6701062408924217
ABI2	B7Z836	-0.3627156227913144	-0.9475372612911781	0.6701062408924217
ABI2	E7EP65	-0.3627156227913144	-0.9475372612911781	0.6701062408924217
ABI2	E7EW77	-0.3627156227913144	-0.9475372612911781	0.6701062408924217
ABI2	E9PEZ7	-0.3627156227913144	-0.9475372612911781	0.6701062408924217
ABI2	F8WAL6	-0.3627156227913144	-0.9475372612911781	0.6701062408924217
ABI2	Q53SH3	-0.3627156227913144	-0.9475372612911781	0.6701062408924217
ABI2	Q9NYB9	-0.3627156227913144	-0.9475372612911781	0.6701062408924217
ABI3	Q9P2A4	-0.20550262357203802	-0.2333464974335143	-0.3886618671481195
ABI3BP	A0A1S5UZ16	-0.31933569942125106	-0.272350648668259	0.5536875659566133
ABI3BP	A0AA34QVJ5	-0.31933569942125106	-0.272350648668259	0.5536875659566133
ABI3BP	D3YTG3	-0.31933569942125106	-0.272350648668259	0.5536875659566133
ABI3BP	F6R962	-0.31933569942125106	-0.272350648668259	0.5536875659566133
ABI3BP	H7C556	-0.31933569942125106	-0.272350648668259	0.5536875659566133
ABI3BP	Q5JPC9	-0.31933569942125106	-0.272350648668259	0.5536875659566133
ABI3BP	Q7Z7G0	-0.31933569942125106	-0.272350648668259	0.5536875659566133
ABITRAM	Q9NX38	-0.260291257339995	-0.5607325699534809	0.7373477538437536
ABITRAM	X6R8U7	-0.260291257339995	-0.5607325699534809	0.7373477538437536
ABL1	P00519	0.33060912096349304	0.18013030438735844	0.799257932196763
ABL1	Q59FK4	0.33060912096349304	0.18013030438735844	0.799257932196763
ABL2	P42684	-0.11288529278802435	-0.24468112779488893	0.4131806653484088
ABLIM1	A0A2Z4N5U1	-0.2571068720732617	-0.7436114676819348	0.014267088499857146
ABLIM1	A0A3B3IS55	-0.2571068720732617	-0.7436114676819348	0.014267088499857146
ABLIM1	A0A494C1P1	-0.2571068720732617	-0.7436114676819348	0.014267088499857146
ABLIM1	A0A9L9PY99	-0.2571068720732617	-0.7436114676819348	0.014267088499857146
ABLIM1	B3KSG3	-0.2571068720732617	-0.7436114676819348	0.014267088499857146
ABLIM1	B4DQA3	-0.2571068720732617	-0.7436114676819348	0.014267088499857146
ABLIM1	B7Z4H1	-0.2571068720732617	-0.7436114676819348	0.014267088499857146
ABLIM1	F8W8M4	-0.2571068720732617	-0.7436114676819348	0.014267088499857146
ABLIM1	O14639	-0.2571068720732617	-0.7436114676819348	0.014267088499857146
ABLIM2	A0A140VK02	-0.3431986805261098	-0.46722127596353613	-0.008573328994955047
ABLIM2	A0A7I2V5G9	-0.3431986805261098	-0.46722127596353613	-0.008573328994955047
ABLIM2	A0AA34QVK8	-0.3431986805261098	-0.46722127596353613	-0.008573328994955047
ABLIM2	B7Z6W4	-0.3431986805261098	-0.46722127596353613	-0.008573328994955047
ABLIM2	F5GYR0	-0.3431986805261098	-0.46722127596353613	-0.008573328994955047
ABLIM2	Q19VH1	-0.3431986805261098	-0.46722127596353613	-0.008573328994955047
ABLIM2	Q6H8Q1	-0.3431986805261098	-0.46722127596353613	-0.008573328994955047
ABLIM3	A0A0C4DGA7	-0.017614831659598817	-0.7988240830930959	0.6091821112907472
ABLIM3	O94929	-0.017614831659598817	-0.7988240830930959	0.6091821112907472
ABO	A0A068B0Y9	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	A0A1A9C8T9	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	A0A3G8GDZ7	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	A0A3G8GE08	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	A0A5J6CXZ0	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	B0B1U2	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	F2X1S4	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	H6A2X0	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	Q45FB1	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	S5U048	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	S5UHX9	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABO	W6JLF7	-0.83034008294698	-1.6336970428059958	0.3930202981742656
ABR	A0A0G2JQ41	-0.6613237725493737	-0.9315140358464171	0.418342281671743
ABR	A0A1C7CYZ0	-0.6613237725493737	-0.9315140358464171	0.418342281671743
ABR	B7Z683	-0.6613237725493737	-0.9315140358464171	0.418342281671743
ABR	B7Z7Z1	-0.6613237725493737	-0.9315140358464171	0.418342281671743
ABR	I3L4Y1	-0.6613237725493737	-0.9315140358464171	0.418342281671743
ABR	Q12979	-0.6613237725493737	-0.9315140358464171	0.418342281671743
ABRA	Q8N0Z2	-1.0342438563781784	-0.18428701782404033	-0.2289462049847854
ABRAXAS1	D6REL5	-0.005726464592267194	-0.2533410188513495	0.5240451297327462
ABRAXAS1	Q6UWZ7	-0.005726464592267194	-0.2533410188513495	0.5240451297327462
ABRAXAS2	Q15018	-0.08737543471149159	-0.25700022727280913	0.2334596968224557
ABT1	Q9ULW3	-0.36329976091265836	-0.25200993384104087	0.8331902000006723
ABTB1	B2RCJ9	-0.9695060865683447	-0.8690199235238434	0.32529405789767274
ABTB1	Q969K4	-0.9695060865683447	-0.8690199235238434	0.32529405789767274
ABTB2	Q8N961	0.607428778389637	0.20374615770671597	0.6460077393957596
ABTB3	A6QL63	0.1973665401185459	0.15666761525205233	0.8756007355759237
ABTB3	B3KXB0	0.1973665401185459	0.15666761525205233	0.8756007355759237
ACAA1	A0A024R2M6	0.7336724260301114	0.16156736913125594	0.5904975643837919
ACAA1	A0A140VJX0	0.7336724260301114	0.16156736913125594	0.5904975643837919
ACAA1	C9JDE9	0.7336724260301114	0.16156736913125594	0.5904975643837919
ACAA1	P09110	0.7336724260301114	0.16156736913125594	0.5904975643837919
ACAA1	Q8NCW8	0.7336724260301114	0.16156736913125594	0.5904975643837919
ACAA2	B2RB23	0.49851280549281085	0.1406927656119121	0.6257055093501992
ACAA2	B3KNP8	0.49851280549281085	0.1406927656119121	0.6257055093501992
ACAA2	P42765	0.49851280549281085	0.1406927656119121	0.6257055093501992
ACACA	A2NX49	-0.36359196978654806	-0.23524121831267872	0.6779410196359907
ACACA	Q13085	-0.36359196978654806	-0.23524121831267872	0.6779410196359907
ACACB	O00763	0.9509938775114188	-0.4390894162220875	-0.30633251374235404
ACAD10	Q6JQN1	-0.3660903736220937	0.9521363346523676	0.6795372836067994
ACAD11	Q709F0	-0.2195457585231674	-0.8799974101658787	0.680314211054267
ACAD8	Q9UKU7	0.5840520769947967	0.1344331894607691	0.2354457208137548
ACAD9	A0A7P0T8U3	0.7933051172866912	-0.02716571691363515	0.6180190343794918
ACAD9	Q9H845	0.7933051172866912	-0.02716571691363515	0.6180190343794918
ACAD9	Q9H9W4	0.7933051172866912	-0.02716571691363515	0.6180190343794918
ACADL	P28330	-0.38937340544828425	-0.7045865848938222	0.7293866535886075
ACADM	A0A0S2Z366	-0.09078755845916799	-0.6641274513767708	1.044728549323287
ACADM	A0A7P0TB55	-0.09078755845916799	-0.6641274513767708	1.044728549323287
ACADM	B4DJE7	-0.09078755845916799	-0.6641274513767708	1.044728549323287
ACADM	B4DWX6	-0.09078755845916799	-0.6641274513767708	1.044728549323287
ACADM	B7Z9I1	-0.09078755845916799	-0.6641274513767708	1.044728549323287
ACADM	F6YB23	-0.09078755845916799	-0.6641274513767708	1.044728549323287
ACADM	P11310	-0.09078755845916799	-0.6641274513767708	1.044728549323287
ACADM	Q5HYG7	-0.09078755845916799	-0.6641274513767708	1.044728549323287
ACADM	Q5T4U5	-0.09078755845916799	-0.6641274513767708	1.044728549323287
ACADS	B4DUH1	-0.44040325866506935	-1.1457222392182265	0.29445747542441325
ACADS	D4QEZ8	-0.44040325866506935	-1.1457222392182265	0.29445747542441325
