"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","Full Term","User Ids"
"GOTERM_BP_DIRECT","mRNA export from nucleus","7","245","61","16251","3.00e-4","7.76e-3","7.61","3.11e-1","7.42e-3","3.54e-5","GO:0006406~mRNA export from nucleus","NXF1,UPF1,PCID2,DDX19B,NXT1,EIF4A3,THOC6"
"GOTERM_BP_DIRECT","positive regulation of telomere maintenance via telomerase","5","245","23","16251","3.51e-4","8.89e-3","14.42","3.53e-1","8.50e-3","2.01e-5","GO:0032212~positive regulation of telomere maintenance via telomerase","CCT3,CCT6A,CCT2,TCP1,POT1"
"GOTERM_BP_DIRECT","positive regulation of protein localization to Cajal body","4","245","10","16251","3.71e-4","9.22e-3","26.53","3.70e-1","8.81e-3","9.86e-6","GO:1904871~positive regulation of protein localization to Cajal body","CCT3,CCT6A,CCT2,TCP1"
"GOTERM_BP_DIRECT","mismatch repair","5","245","24","16251","4.16e-4","1.01e-2","13.82","4.04e-1","9.68e-3","2.51e-5","GO:0006298~mismatch repair","WRN,PCNA,EXO1,MSH3,RPA2"
"REACTOME_PATHWAY","Transcription of E2F targets under negative control by DREAM complex","5","213","19","10908","4.27e-4","1.55e-3","13.48","3.31e-1","1.05e-3","2.52e-5","R-HSA-1362277~Transcription of E2F targets under negative control by DREAM complex","TOP2A,PCNA,MYC,LIN9,CDC6"
"REACTOME_PATHWAY","TICAM1, RIP1-mediated IKK complex recruitment","5","213","19","10908","4.27e-4","1.55e-3","13.48","3.31e-1","1.05e-3","2.52e-5","R-HSA-168927~TICAM1, RIP1-mediated IKK complex recruitment","UBE2D3,UBE2D1,UBE2V1,RPS27A,UBA52"
"GOTERM_BP_DIRECT","protein ubiquitination","20","245","536","16251","4.85e-4","1.16e-2","2.48","4.53e-1","1.11e-2","1.87e-4","GO:0016567~protein ubiquitination","CUL5,UBE2B,EIPR1,UBE2E3,UBE2D3,UBE2D1,UBE2A,UBE2G2,ANAPC10,UBE2L3,RBX1,DDB1,MED21,CDC26,UBE2U,ERCC8,PRAME,ELOC,RPS27A,UBA52"
"GOTERM_BP_DIRECT","proteasome assembly","4","245","11","16251","5.05e-4","1.18e-2","24.12","4.66e-1","1.13e-2","1.53e-5","GO:0043248~proteasome assembly","PSMD11,PSMB5,PSMD5,PSMG2"
"REACTOME_PATHWAY","Inactivation of APC/C via direct inhibition of the APC/C complex","5","213","20","10908","5.26e-4","1.90e-3","12.80","3.91e-1","1.28e-3","3.31e-5","R-HSA-141430~Inactivation of APC/C via direct inhibition of the APC/C complex","CDC26,UBE2D1,BUB3,ANAPC10,MAD2L1"
"REACTOME_PATHWAY","Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components","5","213","20","10908","5.26e-4","1.90e-3","12.80","3.91e-1","1.28e-3","3.31e-5","R-HSA-141405~Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components","CDC26,UBE2D1,BUB3,ANAPC10,MAD2L1"
"REACTOME_PATHWAY","Vesicle-mediated transport","27","213","668","10908","5.41e-4","1.94e-3","2.07","3.99e-1","1.31e-3","2.50e-4","R-HSA-5653656~Vesicle-mediated transport","NAPA,COPB2,ARPC1A,CLTC,COPS7A,GABARAP,ACTB,ACTG1,CAPZB,FCHO1,BNIP1,RPS27A,UBQLN2,GABARAPL2,SNAPIN,DYNLL1,ARFGAP3,RAB10,COPS3,COPS6,DYNC1LI2,SNX18,ARPC2,ARPC3,UBA52,TUBA8,MON1B"
"REACTOME_PATHWAY","Resolution of D-loop Structures through Holliday Junction Intermediates","6","213","36","10908","6.10e-4","2.19e-3","8.54","4.37e-1","1.48e-3","6.17e-5","R-HSA-5693568~Resolution of D-loop Structures through Holliday Junction Intermediates","RMI2,WRN,KAT5,EXO1,EME2,XRCC3"
"GOTERM_BP_DIRECT","double-strand break repair via break-induced replication","4","245","12","16251","6.65e-4","1.48e-2","22.11","5.63e-1","1.41e-2","2.27e-5","GO:0000727~double-strand break repair via break-induced replication","MCMDC2,MCM4,MCM6,MCM2"
"GOTERM_BP_DIRECT","double-strand break repair involved in meiotic recombination","4","245","12","16251","6.65e-4","1.48e-2","22.11","5.63e-1","1.41e-2","2.27e-5","GO:1990918~double-strand break repair involved in meiotic recombination","FANCD2,MCMDC2,DMC1,HSF2BP"
"GOTERM_BP_DIRECT","telomere capping","4","245","12","16251","6.65e-4","1.48e-2","22.11","5.63e-1","1.41e-2","2.27e-5","GO:0016233~telomere capping","STN1,TEN1,PRKDC,POT1"
"REACTOME_PATHWAY","Fanconi Anemia Pathway","6","213","37","10908","6.95e-4","2.48e-3","8.30","4.80e-1","1.68e-3","7.24e-5","R-HSA-6783310~Fanconi Anemia Pathway","FANCD2,EME2,RPA2,FANCE,RPS27A,UBA52"
"REACTOME_PATHWAY","BBSome-mediated cargo-targeting to cilium","5","213","22","10908","7.71e-4","2.74e-3","11.64","5.16e-1","1.85e-3","5.44e-5","R-HSA-5620922~BBSome-mediated cargo-targeting to cilium","CCT3,CCT2,MKKS,BBS10,TCP1"
