Category,Term,Count,List Total,Pop Hits,Pop Total,P-Value,Benjamini,Fold Enrichment,Bonferroni,FDR,Fisher Exact,Full Term,User Ids,Theme,minus_log10_Benjamini
GOTERM_BP_DIRECT,regulation of protein neddylation,5,247,15,16251,6.13e-05,0.00251,21.93,0.0773,0.00239,2.07e-06,GO:2000434~regulation of protein neddylation,"COPS3,COPS6,GPS1,COPS7A,COPS8",,2.600326278518962
REACTOME_PATHWAY,APC/C:Cdc20 mediated degradation of Cyclin B,6,210,23,10908,6.25e-05,0.000286,13.55,0.0606,0.000187,3.64e-06,R-HSA-174048~APC/C:Cdc20 mediated degradation of Cyclin B,"CDC26,UBC,UBE2D1,RPS27A,UBA52,ANAPC2",Cell cycle & mitosis,3.543633966870957
REACTOME_PATHWAY,ISG15 antiviral mechanism,9,210,72,10908,6.64e-05,0.000302,6.49,0.0642,0.000198,9.11e-06,R-HSA-1169408~ISG15 antiviral mechanism,"NUP214,SEH1L,UBC,EIF4A3,NUP43,RPS27A,EIF4E,UBA52,EIF4G1",Immune response & host–pathogen interactions,3.5199930570428495
REACTOME_PATHWAY,Cellular response to starvation,12,210,140,10908,7.68e-05,0.000348,4.45,0.0739,0.000228,1.59e-05,R-HSA-9711097~Cellular response to starvation,"ATP6V1G1,RRAGA,SEH1L,RPS19,RPL11,ATP6V1B2,RPL38,LAMTOR2,ATP6V0E2,RPS27A,UBA52,MTOR",Autophagy,3.4584207560534193
REACTOME_PATHWAY,Gap-filling DNA repair synthesis and ligation in GG-NER,6,210,24,10908,7.77e-05,0.000351,12.99,0.0748,0.000229,4.78e-06,R-HSA-5696397~Gap-filling DNA repair synthesis and ligation in GG-NER,"RFC5,RFC3,POLD2,UBC,RPS27A,UBA52",DNA replication & repair,3.4546928835341757
GOTERM_BP_DIRECT,flagellated sperm motility,12,247,176,16251,7.79e-05,0.00309,4.49,0.0971,0.00295,1.62e-05,GO:0030317~flagellated sperm motility,"PSMB6,PSMB7,PSMA3,PSMB4,PSMA4,PSMB5,PSMA1,NME7,PSMA2,PSMB3,PSMB1,DNAAF11",,2.5100415205751654
REACTOME_PATHWAY,Asparagine N-linked glycosylation,18,210,309,10908,9.18e-05,0.000412,3.03,0.0877,0.00027,2.86e-05,R-HSA-446203~Asparagine N-linked glycosylation,"NAPA,COPB2,COPA,TRAPPC2L,DCTN2,SAR1B,COPB1,ARFGAP3,DYNLL1,DDOST,ARCN1,DYNC1LI2,SCFD1,PSMC1,UBC,COPG1,RPS27A,UBA52",Protein & RNA homeostasis,3.3851027839668655
GOTERM_BP_DIRECT,positive regulation of tumor necrosis factor production,10,247,122,16251,9.95e-05,0.00383,5.39,0.122,0.00365,1.7e-05,GO:0032760~positive regulation of tumor necrosis factor production,"PSMA3,PSMB4,PSMA4,PSMA1,PSMA2,PSMB3,PSMB1,HSPB1,PSMB8,PSMB9",,2.416801226031377
REACTOME_PATHWAY,Dual Incision in GG-NER,7,210,40,10908,0.000103,0.000459,9.09,0.0975,0.0003,9.64e-06,R-HSA-5696400~Dual Incision in GG-NER,"RFC5,DDB1,RFC3,POLD2,UBC,RPS27A,UBA52",DNA replication & repair,3.338187314462739
GOTERM_BP_DIRECT,DNA replication checkpoint signaling,5,247,17,16251,0.000104,0.00391,19.35,0.128,0.00372,4.15e-06,GO:0000076~DNA replication checkpoint signaling,"RFC5,TIPIN,RFC3,RAD17,CDC6",,2.4078232426041333
REACTOME_PATHWAY,COPI-mediated anterograde transport,10,210,99,10908,0.000114,0.000508,5.25,0.108,0.000332,1.98e-05,R-HSA-6807878~COPI-mediated anterograde transport,"NAPA,COPB2,COPA,DYNC1LI2,DCTN2,COPB1,COPG1,ARFGAP3,DYNLL1,ARCN1",Membrane trafficking & vesicular transport,3.2941362877160807
GOTERM_BP_DIRECT,DNA replication,10,247,125,16251,0.00012,0.00437,5.26,0.146,0.00416,2.11e-05,GO:0006260~DNA replication,"RFC5,UPF1,RTEL1,WRN,RFC3,SET,POLD2,ORC2,TYMS,POLH",,2.359518563029578
REACTOME_PATHWAY,Formation of Incision Complex in GG-NER,7,210,42,10908,0.000136,0.000599,8.66,0.127,0.000392,1.35e-05,R-HSA-5696395~Formation of Incision Complex in GG-NER,"DDB1,SUMO3,UBC,UBE2V2,RAD23A,RPS27A,UBA52",DNA replication & repair,3.2225731776106885
REACTOME_PATHWAY,tRNA Aminoacylation,7,210,42,10908,0.000136,0.000599,8.66,0.127,0.000392,1.35e-05,R-HSA-379724~tRNA Aminoacylation,"AIMP1,AARS1,EPRS1,KARS1,LARS1,EEF1E1,DARS1",Protein & RNA homeostasis,3.2225731776106885
GOTERM_BP_DIRECT,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",7,247,53,16251,0.000143,0.00507,8.69,0.171,0.00483,1.46e-05,"GO:0006890~retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","COPB2,COPA,SCFD1,PSMD14,COPB1,COPG1,ARCN1",,2.294992040666664
REACTOME_PATHWAY,Transport of Mature Transcript to Cytoplasm,9,210,81,10908,0.000154,0.000676,5.77,0.143,0.000442,2.41e-05,R-HSA-72202~Transport of Mature Transcript to Cytoplasm,"NUP214,NXF1,NXT1,SEH1L,ALYREF,EIF4A3,NUP43,THOC5,EIF4E",Protein & RNA homeostasis,3.170053304058364
REACTOME_PATHWAY,Gene expression (Transcription),48,210,1447,10908,0.000156,0.000682,1.72,0.144,0.000446,8.76e-05,R-HSA-74160~Gene expression (Transcription),"YWHAE,PSMD12,HDAC3,PSMD11,PSMD14,PHF1,UBE2D1,PSMD8,PSMB6,PSMB7,PSMD6,PSMB4,WRN,PSMD7,XPO1,PSMB5,PPP2R1B,KAT5,EXO1,PSMB3,CDC26,PSMD3,UBC,XPO5,PSMB1,PSMD1,ELOC,SNRPD3,RPS27A,RFC5,RFC3,ACTL6A,CNOT10,MTOR,CDK9,PSMC5,RRAGA,PSMA3,PSMA4,PSMA1,FANCD2,PSMA2,PSMC1,RAD17,LAMTOR2,UBA52,RAN,ANAPC2",Protein & RNA homeostasis,3.166215625343521
GOTERM_BP_DIRECT,poly(A)+ mRNA export from nucleus,5,247,19,16251,0.000166,0.00572,17.31,0.196,0.00545,7.61e-06,GO:0016973~poly(A)+ mRNA export from nucleus,"NXF1,DDX19A,PCID2,DDX19B,NXT1",,2.2426039712069756
REACTOME_PATHWAY,Transcriptional and post-translational regulation of MITF-M expression and activity,8,210,62,10908,0.000173,0.000751,6.7,0.159,0.000491,2.29e-05,R-HSA-9856649~Transcriptional and post-translational regulation of MITF-M expression and activity,"AIMP1,YWHAE,XPO1,EPRS1,KARS1,LARS1,EEF1E1,DARS1",Cell signaling,3.1243600629958315
GOTERM_BP_DIRECT,mRNA transport,8,247,78,16251,0.000177,0.00595,6.75,0.207,0.00567,2.38e-05,GO:0051028~mRNA transport,"NXF1,SEH1L,XPO1,KHSRP,ALYREF,G3BP2,NUP43,EIF4E",,2.2254830342714502
REACTOME_PATHWAY,Cap-dependent Translation Initiation,10,210,105,10908,0.00018,0.000775,4.95,0.164,0.000507,3.31e-05,R-HSA-72737~Cap-dependent Translation Initiation,"EIF2B3,EIF5,RPS19,RPL11,EIF3G,RPL38,RPS27A,EIF4E,UBA52,EIF4G1",Protein & RNA homeostasis,3.11069829749369
