"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","Full Term","User Ids"
"GOTERM_BP_DIRECT","negative regulation of regulatory T cell differentiation","9","247","19","16251","1.61e-10","2.11e-8","31.17","2.11e-7","2.01e-8","3.03e-12","GO:0045590~negative regulation of regulatory T cell differentiation","PSMA3,PSMB4,PSMA4,PSMA1,PSMA2,PSMB3,PSMB1,PSMB8,PSMB9"
"GOTERM_BP_DIRECT","T-helper 17 cell differentiation","9","247","19","16251","1.61e-10","2.11e-8","31.17","2.11e-7","2.01e-8","3.03e-12","GO:0072539~T-helper 17 cell differentiation","PSMA3,PSMB4,PSMA4,PSMA1,PSMA2,PSMB3,PSMB1,PSMB8,PSMB9"
"REACTOME_PATHWAY","Cell-Cell communication","28","210","331","10908","1.71e-10","1.02e-9","4.39","1.71e-7","6.66e-10","3.61e-11","R-HSA-1500931~Cell-Cell communication","PSMD12,PSMD11,PSMD14,PVR,PSMD8,PSMB6,PSMB7,PSMD6,PSMB4,PSMD7,PSMB5,PSMB3,PSMD3,UBC,PSMB1,CTNNA1,PSMD1,RPS27A,PARVA,DDOST,PSMC5,PSMA3,PSMA4,PSMA1,PSMA2,PSMC1,PTPN6,UBA52"
"REACTOME_PATHWAY","Mitotic Spindle Checkpoint","17","210","109","10908","2.31e-10","1.37e-9","8.10","2.31e-7","8.94e-10","2.46e-11","R-HSA-69618~Mitotic Spindle Checkpoint","SEH1L,ZWILCH,MIS12,UBE2D1,DYNLL1,CKAP5,CENPA,DYNC1LI2,XPO1,PPP2R1B,CDC26,NUF2,NUP43,BUB3,MAD2L1,PAFAH1B1,ANAPC2"
"REACTOME_PATHWAY","Mitotic Prometaphase","21","210","196","10908","9.83e-10","5.79e-9","5.57","9.83e-7","3.79e-9","1.60e-10","R-HSA-68877~Mitotic Prometaphase","YWHAE,SEH1L,DCTN2,ZWILCH,NEK7,MIS12,HAUS3,NCAPG,DYNLL1,CKAP5,CENPA,SMC2,DYNC1LI2,XPO1,PPP2R1B,NME7,NUF2,NUP43,BUB3,MAD2L1,PAFAH1B1"
"GOTERM_BP_DIRECT","thymic T cell selection","8","247","16","16251","1.70e-9","1.86e-7","32.90","2.23e-6","1.77e-7","2.95e-11","GO:0045061~thymic T cell selection","PSMA3,PSMB4,PSMA4,PSMA1,PSMA2,PSMB3,PSMB1,PSMB9"
"GOTERM_BP_DIRECT","CD8-positive, alpha-beta T cell differentiation","8","247","16","16251","1.70e-9","1.86e-7","32.90","2.23e-6","1.77e-7","2.95e-11","GO:0043374~CD8-positive, alpha-beta T cell differentiation","PSMA3,PSMB4,PSMA4,PSMA1,PSMA2,PSMB3,PSMB1,PSMB9"
"REACTOME_PATHWAY","Diseases of signal transduction by growth factor receptors and second messengers","31","210","453","10908","2.40e-9","1.40e-8","3.55","2.40e-6","9.18e-9","6.35e-10","R-HSA-5663202~Diseases of signal transduction by growth factor receptors and second messengers","PSMD12,HDAC3,PSMD11,PSMD14,CLTC,PSMD8,PPP1CB,PSMB6,PSMB7,PSMD6,PSMB4,PSMD7,PSMB5,PPP2R1B,PSMB3,PSMD3,UBC,PSMB1,PSMD1,RPS27A,PDGFRB,GAB1,MTOR,PSMC5,PSMA3,PSMA4,PSMA1,PSMA2,PSMC1,PTPN6,UBA52"
"REACTOME_PATHWAY","Disease","75","210","2013","10908","3.45e-9","2.01e-8","1.94","3.45e-6","1.31e-8","1.73e-9","R-HSA-1643685~Disease","YWHAE,EIF4A3,CLTC,UBE2D1,PSMD8,PPP1CB,PSMD6,PSMD7,XPO1,PPP2R1B,KAT5,RPS19,EXO1,SNRPD1,CDC26,PSMD3,UFD1,PSMD1,RPL38,ELOC,SNRPD3,PDGFRB,NUP214,RFC5,ACTR2,RFC3,GAB1,DYNLL1,CRNKL1,DDOST,APRT,PSMA3,DYNC1LI2,PSMA4,PSMA1,XRN1,PSMA2,UBE2V1,GEMIN8,TLR5,UBA52,ANAPC2,PSMD12,SEH1L,HDAC3,SF3B3,PSMD11,PSMD14,SAR1B,PRIM1,RPL11,PRPF8,PSMB6,PSMB7,PSMB4,WRN,PSMB5,PSMB3,UBC,PSMB1,G3BP2,NUP43,RPS27A,EIF4E,HNRNPA3,ALYREF,MTOR,CDK9,PSMC5,ARPC2,PSMC1,RAD17,PTPN6,RAN,EIF4G1"
"REACTOME_PATHWAY","HDR through Homologous Recombination (HRR)","13","210","68","10908","5.07e-9","2.93e-8","9.93","5.07e-6","1.92e-8","4.25e-10","R-HSA-5685942~HDR through Homologous Recombination (HRR)","RFC5,RTEL1,RFC3,WRN,KAT5,EXO1,EME2,POLD2,UBC,RAD17,RPS27A,UBA52,POLH"
