Name	unrefined_intensity	refined_intensity
ADAT3	-0.8422792460696216	-0.11441184366911313
ADCK1	-0.4902761303141185	-0.001700277619929363
ADCK2	-0.3357968666848647	-0.002650108871876952
ADCK5	-0.7402080131226446	-0.006827678713043274
ADCY1	-0.7373221762380063	-0.01929056009691496
ADCY10	-1.2097817527025896	-0.0007379668691485797
ADCY2	-0.1233092506886765	-0.0029403090826714915
ADCY3	-0.3752177274839556	-0.009318532262064036
ADCY4	-0.779221704191552	-0.019492230930351673
ADCY5	-0.0549189967119335	-0.0014210290399212793
ADCY6	-1.103116135386001	-0.021884721009922874
ADCY7	-0.9637459285896044	-0.02342577228622751
ADCY8	0.4821922254226064	0.011970421996116204
ADCY9	-1.4234694436550397	-0.04788835902344284
ADCYAP1	-0.5938524966004576	-0.02064765745430131
ADCYAP1R1	-0.0836400780051163	-0.0021665289405665275
ADD1	-1.1124091620086127	-0.05966962745014199
ADD2	-0.4473296878395326	-0.016790967162744697
ADD3	-0.099526261823743	-0.0010645328964667552
ADGRA1	-0.4012550503688705	-0.005441820993102621
ADGRA2	-0.2269297450937892	-0.005784439202440686
ADGRA3	-0.2396853697774419	-0.006185560337846443
ADGRB1	-0.6372048928990217	-0.01954689729457039
ADGRB2	-0.8650765554360225	-0.027532791529862287
ADGRB3	-0.2778331883837223	-0.007931026195601735
ADGRD1	-0.4120838199356629	-0.010968435035227538
ADGRD2	0.0121724619102095	0.0004268152044195859
ADGRE1	-0.1634374301699516	-0.005127195621861552
ADGRE2	0.3184936160725531	0.01028288488851845
ADGRE3	1.530725386832772	0.041909730366094466
ADGRE5	0.4962142604345346	0.020468342028664117
ADGRF1	0.6461992640472707	0.01792492138540724
ADGRF3	-0.538939884994563	-0.026662972930336017
ADGRF4	0.0735880606091863	0.0026714673642952904
ADGRF5	-0.790202731830576	-0.02778431825389488
ADGRG1	0.1523811643747437	0.005794903300007128
ADGRG2	-0.1503505525990396	-0.004497285729342473
ADGRG3	-0.1393352322785532	-0.001807456633117392
ADGRG4	0.0843347231652646	0.00030647238398257156
ADGRG5	-0.158821951824377	-0.0021002614909255615
ADGRG6	-0.2264445589510337	-0.007753235253924442
ADGRG7	-0.1469480696306562	-0.004229018495900655
ADGRL1	-0.3562862362693977	-0.009183990312316264
ADGRL2	0.0308484014887581	0.0007782434727583894
ADGRL3	0.1573215564077014	0.004105306014458968
ADGRL4	-0.6712336030912249	-0.022005051210139626
ADGRV1	0.2212020457263381	0.006951716691041626
ADH1A	-0.6866779900798463	-0.005994012175406979
ADH1B	0.4017341733966293	0.0030351016800115346
ADH1C	-0.4736005642448732	-0.003629674724372708
ADH4	-0.2768050531492369	-0.0009571918737900613
ADH5	-2.1188655516595754	-0.008825075022662133
ADH6	-0.2951419464609118	-0.00027359658436926524
ADH7	0.1080037858966392	0.0002546729271442752
ADHFE1	-0.0778522188023067	-0.00023643718850260544
ADI1	0.0248047211400507	0.0006698514943870691
ADIG	-0.525300491217232	-0.000912446953244332
ADIPOQ	-1.5204446287046245	-0.012498054847952014
ADIPOR1	-0.7524519961612435	-0.004758506423723704
ADIPOR2	-0.3548129834249167	-0.006075817528168274
ADISSP	-0.5797814762916178	-0.010194877479111807
ADK	0.0338786862119185	0.003185883893996392
ADM	-1.462070028086348	-0.040607532960070226
ADM2	-0.5327946779400562	-0.014078033775210105
ADNP	0.1434214993200103	0.003855026480222557
ADNP2	-1.1487030764962745	-0.018405669394699804
ADO	-0.5802289814601871	-0.0031686304677540815
ADORA1	0.0107604219155807	0.000253676946659815
ADORA2A	-0.2496287455478813	-0.008250729297848572
ADORA2B	0.4791522165075424	0.015494345225204398
ADORA3	0.1136802723492842	0.003520564354384982
ADPGK	0.0669733666539858	7.742121185200758e-05
ADPRH	-0.721544840929514	-0.0023111081254972334
ADPRHL1	-0.4054223065940255	-0.002191307567140708
ADPRM	-0.1040655566967949	-0.00016806587406532377
ADPRS	-0.2981977783906563	-0.0021258519621469886
ADRA1A	-0.5871556397691062	-0.016564834909166024
ADRA1B	-0.4223424184435989	-0.011319199156706893
ADRA1D	-0.3956735917095376	-0.009720908801119919
ADRA2A	0.0166322874827279	0.0005084656606344746
ADRA2B	-0.7511392495799795	-0.023655628387022294
ADRA2C	-0.2206558838190015	-0.0067154411681474915
ADRB1	-0.0372320998136368	-0.0005716616605385795
ADRB2	-0.1658529541250251	-0.004282157422554023
