"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","Full Term","User Ids"
"REACTOME_PATHWAY","Nonsense-Mediated Decay (NMD)","41","191","101","10908","5.47e-45","3.94e-43","23.18","5.51e-42","2.98e-43","1.45e-46","R-HSA-927802~Nonsense-Mediated Decay (NMD)","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,EIF4A3,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,RPS28,RPL37A,RPL27,ETF1,UBA52,RPS21,EIF4G1"
"REACTOME_PATHWAY","L13a-mediated translational silencing of Ceruloplasmin expression","40","191","97","10908","3.60e-44","2.17e-42","23.55","3.63e-41","1.64e-42","9.31e-46","R-HSA-156827~L13a-mediated translational silencing of Ceruloplasmin expression","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,EIF4E,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,RPS28,RPL37A,RPL27,UBA52,RPS21,EIF4G1"
"REACTOME_PATHWAY","Eukaryotic Translation Initiation","41","191","105","10908","3.65e-44","2.17e-42","22.30","3.68e-41","1.64e-42","1.03e-45","R-HSA-72613~Eukaryotic Translation Initiation","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,EIF4E,RPL17,RPS13,RPS12,RPL19,EIF5B,RPL21,RPL23,RPS5,RPL35A,RPS28,RPL37A,RPL27,UBA52,RPS21,EIF4G1"
"REACTOME_PATHWAY","Cap-dependent Translation Initiation","41","191","105","10908","3.65e-44","2.17e-42","22.30","3.68e-41","1.64e-42","1.03e-45","R-HSA-72737~Cap-dependent Translation Initiation","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,EIF4E,RPL17,RPS13,RPS12,RPL19,EIF5B,RPL21,RPL23,RPS5,RPL35A,RPS28,RPL37A,RPL27,UBA52,RPS21,EIF4G1"
"REACTOME_PATHWAY","Signaling by ROBO receptors","49","191","189","10908","2.05e-43","1.15e-41","14.81","2.07e-40","8.69e-42","1.05e-44","R-HSA-376176~Signaling by ROBO receptors","RPL4,RPL5,RPL30,RPL3,RPLP0,EIF4A3,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,PSMD8,RPL7A,RPS16,PSMD7,RPS19,RPS18,PSMD3,RPL36,PSMD1,RPL38,RPS11,RPS13,RPS12,RPL21,RPL23,RPS5,PSMA2,RPL37A,RPL27,ETF1,UBA52,PSMD11,RPL12,RPL11,UBC,PSMB1,RPS3,RPL14,RPL13,RPS27A,RPL18,RPL17,RPL19,RPL35A,RPS28,RPS21,EIF4G1"
"REACTOME_PATHWAY","Formation of a pool of free 40S subunits","38","191","87","10908","5.09e-43","2.57e-41","24.94","5.13e-40","1.94e-41","1.19e-44","R-HSA-72689~Formation of a pool of free 40S subunits","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,RPS28,RPL37A,RPL27,UBA52,RPS21"
"REACTOME_PATHWAY","Response of EIF2AK4 (GCN2) to amino acid deficiency","38","191","87","10908","5.09e-43","2.57e-41","24.94","5.13e-40","1.94e-41","1.19e-44","R-HSA-9633012~Response of EIF2AK4 (GCN2) to amino acid deficiency","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,RPS28,RPL37A,RPL27,UBA52,RPS21"
"REACTOME_PATHWAY","Selenoamino acid metabolism","40","191","103","10908","6.31e-43","3.03e-41","22.18","6.36e-40","2.29e-41","1.80e-44","R-HSA-2408522~Selenoamino acid metabolism","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,DARS1,RPS28,RPL37A,RPL27,SCLY,UBA52,RPS21"
"REACTOME_PATHWAY","SRP-dependent cotranslational protein targeting to membrane","38","191","97","10908","7.37e-41","3.38e-39","22.37","7.42e-38","2.55e-39","2.07e-42","R-HSA-1799339~SRP-dependent cotranslational protein targeting to membrane","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,RPS28,RPL37A,RPL27,UBA52,RPS21"
"REACTOME_PATHWAY","Viral Infection Pathways","87","191","1004","10908","9.68e-40","4.24e-38","4.95","9.75e-37","3.21e-38","1.82e-40","R-HSA-9824446~Viral Infection Pathways","RPL4,ISY1,RPL5,RPL30,RPL3,RPLP0,EIF4A3,CCNC,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,PSMD8,RPL7A,RPS16,PSMD7,XPO1,RPS19,SNRPD2,RPS18,SNRPD1,PSMD3,NUP62,CWC22,RPL36,UFD1,PSMD1,RPL38,SNRPD3,RPS11,RPS13,RPS12,RPL21,RPL23,RPS5,CRNKL1,DYNC1LI2,PSMA2,RPL37A,SRSF3,RPL27,SNRPA1,SNRPF,MAN1B1,SNRNP200,UBA52,SF3B5,SF3B2,SF3B3,PSMD11,ROCK2,SAR1B,SF3B6,RPL12,CAMK2A,RPL11,U2AF1,ATP1A1,PRPF8,UBC,PSMB1,RPS3,RPL14,RPL13,RPS27A,RPL18,SF3B1,EIF4E,RPL17,RPL19,RANBP2,SF3A3,SF3A1,SF3A2,SMAD3,GPKOW,RPL35A,MTOR,XAB2,RPS28,HNRNPK,HYOU1,RPS21,RAN,EIF4G1"
"REACTOME_PATHWAY","Influenza Viral RNA Transcription and Replication","40","191","121","10908","1.07e-39","4.49e-38","18.88","1.08e-36","3.39e-38","3.91e-41","R-HSA-168273~Influenza Viral RNA Transcription and Replication","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,NUP62,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RANBP2,RPL21,RPL23,RPS5,RPL35A,RPS28,RPL37A,RPL27,UBA52,RPS21"
"REACTOME_PATHWAY","Influenza Infection","42","191","142","10908","1.64e-39","6.59e-38","16.89","1.65e-36","4.99e-38","7.01e-41","R-HSA-168255~Influenza Infection","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,XPO1,RPS19,RPS18,NUP62,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RANBP2,RPL21,RPL23,RPS5,RPL35A,RPS28,RPL37A,RPL27,UBA52,RPS21,RAN"
"REACTOME_PATHWAY","Cellular response to starvation","41","191","140","10908","2.46e-38","9.55e-37","16.73","2.48e-35","7.22e-37","1.07e-39","R-HSA-9711097~Cellular response to starvation","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,MTOR,RPS28,RPL37A,ATP6V1B2,RPL27,LAMTOR2,UBA52,RPS21"
"REACTOME_PATHWAY","Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide","36","191","95","10908","5.16e-38","1.93e-36","21.64","5.20e-35","1.46e-36","1.53e-39","R-HSA-9954709~Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide","RPL4,RPL5,RPL30,PSMD11,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,PSMD8,RPL7A,PSMD7,PSMD3,UBC,PSMB1,RPL36,RPL14,PSMD1,UFD1,RPL13,RPL38,RPS27A,RPL18,RPL17,RPL19,RPL21,RPL23,RPL35A,PSMA2,RPL37A,RPL27,UBA52"
"REACTOME_PATHWAY","Major pathway of rRNA processing in the nucleolus and cytosol","43","191","166","10908","8.19e-38","2.95e-36","14.79","8.25e-35","2.23e-36","4.21e-39","R-HSA-6791226~Major pathway of rRNA processing in the nucleolus and cytosol","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,SNU13,RPL10A,RPL8,RPL9,WDR46,RPL6,RPL7,RPS4X,FBL,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,WDR12,EBNA1BP2,RPS28,RPL37A,RPL27,UBA52,RPS21"
"REACTOME_PATHWAY","rRNA processing in the nucleus and cytosol","43","191","176","10908","1.18e-36","4.12e-35","13.95","1.19e-33","3.11e-35","6.58e-38","R-HSA-8868773~rRNA processing in the nucleus and cytosol","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,SNU13,RPL10A,RPL8,RPL9,WDR46,RPL6,RPL7,RPS4X,FBL,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,WDR12,EBNA1BP2,RPS28,RPL37A,RPL27,UBA52,RPS21"
"REACTOME_PATHWAY","Infectious disease","91","191","1223","10908","1.54e-36","5.19e-35","4.25","1.56e-33","3.92e-35","3.43e-37","R-HSA-5663205~Infectious disease","RPL4,ISY1,RPL5,RPL30,RPL3,RPLP0,EIF4A3,CCNC,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,PSMD8,RPL7A,RPS16,PSMD7,XPO1,RPS19,SNRPD2,RPS18,SNRPD1,PSMD3,NUP62,CWC22,RPL36,UFD1,PSMD1,RPL38,SNRPD3,RPS11,RPS13,RPS12,RPL21,RPL23,RPS5,CRNKL1,SFPQ,DYNC1LI2,PSMA2,RPL37A,SRSF3,RPL27,SNRPA1,SNRPF,MAN1B1,SNRNP200,UBA52,SF3B5,SF3B2,SF3B3,PSMD11,ROCK2,SAR1B,SF3B6,RPL12,CAMK2A,RPL11,U2AF1,ATP1A1,PRPF8,ADCY6,UBC,PSMB1,RPS3,RPL14,RPL13,RPS27A,RPL18,SF3B1,EIF4E,RPL17,RPL19,RANBP2,SF3A3,SF3A1,SF3A2,SMAD3,GPKOW,RPL35A,EEF2,MTOR,XAB2,RPS28,HNRNPK,ARPC2,HYOU1,RPS21,RAN,EIF4G1"
"REACTOME_PATHWAY","Translation","54","191","339","10908","2.22e-36","7.23e-35","9.10","2.24e-33","5.46e-35","2.10e-37","R-HSA-72766~Translation","RPL4,RPL5,RPL30,RPL3,RPLP0,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,PSMD8,RPL7A,RPS16,PSMD7,RPS19,RPS18,PSMD3,RPL36,UFD1,PSMD1,RPL38,RPS11,RPS13,RPS12,EIF5B,RPL21,RPL23,RPS5,DARS1,PSMA2,RPL37A,RPL27,ETF1,UBA52,TARS1,PSMD11,RPL12,RPL11,UBC,PSMB1,RPS3,RPL14,RPL13,RPS27A,RPL18,EIF4E,RPL17,RPL19,RPL35A,EEF2,RPS28,RPS21,EIF4G1"
"GOTERM_BP_DIRECT","translation","42","247","198","16251","5.02e-35","3.32e-32","13.96","6.64e-32","3.25e-32","2.90e-36","GO:0006412~translation","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,EEF2,DARS1,RPS28,RPL37A,RPL27,UBA52,RPS21,TARS1,EIF4G1"
"REACTOME_PATHWAY","rRNA processing","43","191","193","10908","7.48e-35","2.36e-33","12.72","7.53e-32","1.78e-33","4.68e-36","R-HSA-72312~rRNA processing","RPL4,RPL5,RPL30,RPL3,RPL12,RPLP0,RPL11,SNU13,RPL10A,RPL8,RPL9,WDR46,RPL6,RPL7,RPS4X,FBL,RPL7A,RPS16,RPS19,RPS18,RPL36,RPL14,RPS3,RPL13,RPL38,RPS27A,RPS11,RPL18,RPL17,RPS13,RPS12,RPL19,RPL21,RPL23,RPS5,RPL35A,WDR12,EBNA1BP2,RPS28,RPL37A,RPL27,UBA52,RPS21"
"GOTERM_BP_DIRECT","negative regulation of myoblast fusion","25","247","40","16251","3.37e-34","1.48e-31","41.12","4.46e-31","1.45e-31","3.33e-36","GO:1901740~negative regulation of myoblast fusion","RPL4,RPL5,RPL30,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPL7A,RPL36,RPL14,RPL13,RPL38,RPL18,RPL17,RPL19,RPL21,RPL23,RPL35A,RPL37A,RPL27,UBA52"
"REACTOME_PATHWAY","Metabolism of amino acids and derivatives","49","191","345","10908","1.99e-30","6.07e-29","8.11","2.00e-27","4.59e-29","2.15e-31","R-HSA-71291~Metabolism of amino acids and derivatives","RPL4,RPL5,RPL30,RPL3,RPLP0,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,PSMD8,RPL7A,RPS16,PSMD7,RPS19,RPS18,PSMD3,RPL36,PSMD1,RPL38,RPS11,RPS13,RPS12,RPL21,RPL23,RPS5,DARS1,PSMA2,RPL37A,RPL27,UBA52,PSMD11,RPL12,RPL11,PSMB1,RPS3,RPL14,RPL13,RPS27A,RPL18,RPL17,RPL19,RPL35A,FAH,RPS28,OGDH,SCLY,RPS21"
"GOTERM_BP_DIRECT","striated muscle contraction","25","247","59","16251","8.93e-29","2.95e-26","27.88","1.18e-25","2.89e-26","1.93e-30","GO:0006941~striated muscle contraction","RPL4,RPL5,RPL30,RPL12,RPLP0,RPL11,RPL10A,RPL8,RPL9,RPL6,RPL7,RPL7A,RPL36,RPL14,RPL13,RPL38,RPL18,RPL17,RPL19,RPL21,RPL23,RPL35A,RPL37A,RPL27,UBA52"
"REACTOME_PATHWAY","Nervous system development","55","191","539","10908","4.71e-27","1.40e-25","5.83","4.75e-24","1.06e-25","7.41e-28","R-HSA-9675108~Nervous system development","RPL4,RPL5,RPL30,RPL3,RPLP0,EIF4A3,RPL10A,RPL8,RPL9,RPL6,RPL7,RPS4X,PSMD8,RPL7A,RPS16,PSMD7,RPS19,RPS18,PSMD3,RPL36,PSMD1,RPL38,RPS11,RPS13,RPS12,LYPLA2,RPL21,RPL23,RPS5,GAB1,POU3F1,PSMA2,RPL37A,RPL27,ETF1,UBA52,PSMD11,ROCK2,RPL12,RPL11,UBC,PSMB1,RPS3,RPL14,RPL13,RPS27A,RPL18,RPL17,RPL19,RPL35A,SMARCA4,RPS28,ARPC2,RPS21,EIF4G1"
"REACTOME_PATHWAY","Cellular responses to stress","63","191","745","10908","8.69e-27","2.50e-25","4.83","8.75e-24","1.89e-25","1.68e-27","R-HSA-2262752~Cellular responses to stress","RPL4,RPL5,RPL30,RPL3,RPLP0,RPL10A,RPL8,PHB2,RPL9,RPL6,RPL7,RPS4X,PSMD8,RPL7A,RPS16,PSMD7,XPO1,KAT5,RPS19,RPS18,PSMD3,NUP62,RPL36,UFD1,PSMD1,RPL38,RPS11,RPS13,RPS12,RPL21,RPL23,RPS5,CYBB,SIRT1,DYNC1LI2,PSMA2,RPL37A,ATP6V1B2,RPL27,UBA52,ANAPC2,PSMD11,RPL12,CAMK2A,RPL11,NRF1,NRIP1,UBC,PSMB1,RPS3,RPL14,RPL13,RPS27A,RPL18,RPL17,RPL19,RANBP2,RPL35A,MTOR,RPS28,LAMTOR2,HYOU1,RPS21"
