Category,Term,Count,List Total,Pop Hits,Pop Total,P-Value,Benjamini,Fold Enrichment,Bonferroni,FDR,Fisher Exact,Full Term,User Ids,Theme,minus_log10_Benjamini
GOTERM_BP_DIRECT,CXCL12-activated CXCR4 signaling pathway,2,240,5,16251,0.0714,1.0,27.09,1.0,1.0,0.00211,GO:0038160~CXCL12-activated CXCR4 signaling pathway,"ENTREP1,CXCR4",,-0.0
GOTERM_BP_DIRECT,regulation of ceramide biosynthetic process,2,240,5,16251,0.0714,1.0,27.09,1.0,1.0,0.00211,GO:2000303~regulation of ceramide biosynthetic process,"PAQR4,ORMDL3",,-0.0
GOTERM_BP_DIRECT,"positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",2,240,5,16251,0.0714,1.0,27.09,1.0,1.0,0.00211,"GO:0032831~positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","IL2RG,HLA-DRB1",,-0.0
GOTERM_BP_DIRECT,regulation of postsynaptic neurotransmitter receptor internalization,3,240,30,16251,0.0716,1.0,6.77,1.0,1.0,0.00962,GO:0099149~regulation of postsynaptic neurotransmitter receptor internalization,"VAC14,IQSEC1,ITGB3",,-0.0
REACTOME_PATHWAY,Meiotic synapsis,4,178,60,10908,0.0735,0.585,4.09,1.0,0.552,0.0164,R-HSA-1221632~Meiotic synapsis,"H2BC8,H4C12,H2BC17,LMNB1",,0.23284413391781958
REACTOME_PATHWAY,Mitotic G1 phase and G1/S transition,6,178,138,10908,0.0739,0.585,2.66,1.0,0.552,0.0255,R-HSA-453279~Mitotic G1 phase and G1/S transition,"RRM2,TFDP1,CCND1,CDKN2A,PSMC2,CDC25A",Cell cycle & mitosis,0.23284413391781958
REACTOME_PATHWAY,RNA Polymerase III Transcription Initiation From Type 3 Promoter,3,178,28,10908,0.0752,0.586,6.57,1.0,0.552,0.0104,R-HSA-76071~RNA Polymerase III Transcription Initiation From Type 3 Promoter,"POLR2E,POLR2F,POLR2H",,0.23210238398190938
REACTOME_PATHWAY,RNA Polymerase III Transcription Initiation From Type 1 Promoter,3,178,28,10908,0.0752,0.586,6.57,1.0,0.552,0.0104,R-HSA-76061~RNA Polymerase III Transcription Initiation From Type 1 Promoter,"POLR2E,POLR2F,POLR2H",,0.23210238398190938
REACTOME_PATHWAY,Activation of NOXA and translocation to mitochondria,2,178,5,10908,0.0786,0.602,24.51,1.0,0.567,0.00256,R-HSA-111448~Activation of NOXA and translocation to mitochondria,"TFDP1,PMAIP1",,0.22040350874217546
REACTOME_PATHWAY,Defects of contact activation system and kallikrein-kinin system,2,178,5,10908,0.0786,0.602,24.51,1.0,0.567,0.00256,R-HSA-9946127~Defects of contact activation system and kallikrein-kinin system,"APP,F12",,0.22040350874217546
GOTERM_BP_DIRECT,positive regulation of T cell mediated cytotoxicity,3,240,32,16251,0.0801,1.0,6.35,1.0,1.0,0.0115,GO:0001916~positive regulation of T cell mediated cytotoxicity,"AZGP1,CD1D,HLA-DRB1",,-0.0
GOTERM_BP_DIRECT,synaptic membrane adhesion,3,240,32,16251,0.0801,1.0,6.35,1.0,1.0,0.0115,GO:0099560~synaptic membrane adhesion,"NTNG1,CDH10,LRRC4B",,-0.0
GOTERM_BP_DIRECT,transcription by RNA polymerase III,3,240,32,16251,0.0801,1.0,6.35,1.0,1.0,0.0115,GO:0006383~transcription by RNA polymerase III,"POLR2E,POLR2F,POLR2H",,-0.0
GOTERM_BP_DIRECT,regulation of GTPase activity,3,240,32,16251,0.0801,1.0,6.35,1.0,1.0,0.0115,GO:0043087~regulation of GTPase activity,"DAB2IP,RAPGEF6,RASIP1",,-0.0
GOTERM_BP_DIRECT,positive regulation of macroautophagy,3,240,32,16251,0.0801,1.0,6.35,1.0,1.0,0.0115,GO:0016239~positive regulation of macroautophagy,"IL4,GNAI3,SUPT5H",,-0.0
REACTOME_PATHWAY,Influenza Infection,6,178,142,10908,0.0813,0.612,2.59,1.0,0.577,0.0288,R-HSA-168255~Influenza Infection,"POLR2B,POLR2C,POLR2E,POLR2F,POLR2H,HSPA1A",Immune response & host–pathogen interactions,0.21324857785443882
REACTOME_PATHWAY,Oxidative Stress Induced Senescence,5,178,101,10908,0.0818,0.612,3.03,1.0,0.577,0.0247,R-HSA-2559580~Oxidative Stress Induced Senescence,"H2BC8,TFDP1,CDKN2A,H4C12,H2BC17",,0.21324857785443882
