Category,Term,Count,List Total,Pop Hits,Pop Total,P-Value,Benjamini,Fold Enrichment,Bonferroni,FDR,Fisher Exact,Full Term,User Ids,Theme,minus_log10_Benjamini
REACTOME_PATHWAY,Loss of Function of SMAD2/3 in Cancer,2,146,7,10908,0.0894,1.0,21.35,1.0,1.0,0.00358,R-HSA-3304349~Loss of Function of SMAD2/3 in Cancer,"ZFYVE9,TGFBR2",,-0.0
GOTERM_BP_DIRECT,tRNA modification,3,234,35,16251,0.0895,1.0,5.95,1.0,1.0,0.0137,GO:0006400~tRNA modification,"QTRT1,TRUB1,QTGAL",,-0.0
GOTERM_BP_DIRECT,mitochondrial respiratory chain complex I assembly,3,234,35,16251,0.0895,1.0,5.95,1.0,1.0,0.0137,GO:0032981~mitochondrial respiratory chain complex I assembly,"NDUFS8,DMAC2,MIEF1",,-0.0
REACTOME_PATHWAY,RNA Polymerase II Pre-transcription Events,4,146,80,10908,0.0904,1.0,3.74,1.0,1.0,0.0222,R-HSA-674695~RNA Polymerase II Pre-transcription Events,"NCBP2,POLR2B,POLR2D,POLR2H",Protein & RNA homeostasis,-0.0
REACTOME_PATHWAY,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,3,146,38,10908,0.0905,1.0,5.9,1.0,1.0,0.0141,R-HSA-8950505~Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,"PITPNA,LCP1,LMNB1",,-0.0
REACTOME_PATHWAY,Response to elevated platelet cytosolic Ca2+,5,146,129,10908,0.0929,1.0,2.9,1.0,1.0,0.0295,R-HSA-76005~Response to elevated platelet cytosolic Ca2+,"ITGB3,FN1,PLG,FAM3C,ORM2",,-0.0
REACTOME_PATHWAY,Signaling by Receptor Tyrosine Kinases,12,146,529,10908,0.0941,1.0,1.69,1.0,1.0,0.0513,R-HSA-9006934~Signaling by Receptor Tyrosine Kinases,"TPH1,NCBP2,POLR2B,ITGB3,TNK2,POLR2D,RAPGEF1,FN1,PLG,POLR2H,EGFR,DNM2",,-0.0
GOTERM_BP_DIRECT,actin filament-based process,2,234,7,16251,0.0962,1.0,19.84,1.0,1.0,0.00413,GO:0030029~actin filament-based process,"SCIN,WIPF1",,-0.0
GOTERM_BP_DIRECT,trachea formation,2,234,7,16251,0.0962,1.0,19.84,1.0,1.0,0.00413,GO:0060440~trachea formation,"BMP4,TGFBR2",,-0.0
GOTERM_BP_DIRECT,regulation of mitochondrial mRNA stability,2,234,7,16251,0.0962,1.0,19.84,1.0,1.0,0.00413,GO:0044528~regulation of mitochondrial mRNA stability,"FASTKD1,FASTKD5",,-0.0
REACTOME_PATHWAY,Transcriptional regulation of white adipocyte differentiation,4,146,83,10908,0.0983,1.0,3.6,1.0,1.0,0.0251,R-HSA-381340~Transcriptional regulation of white adipocyte differentiation,"MED11,FAM120B,ZNF638,SLC2A4",,-0.0
GOTERM_BP_DIRECT,aortic valve morphogenesis,3,234,37,16251,0.0983,1.0,5.63,1.0,1.0,0.016,GO:0003180~aortic valve morphogenesis,"BMP4,SLIT2,TGFBR2",,-0.0
REACTOME_PATHWAY,MAP2K and MAPK activation,3,146,40,10908,0.0987,1.0,5.6,1.0,1.0,0.0162,R-HSA-5674135~MAP2K and MAPK activation,"ITGB3,FN1,PEBP1",,-0.0
